,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
673,674,14,6525,Caucasian,Male,51,0,0,1,297,felony,1,1,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
674,675,14,10359,African American,Male,25,0,0,2,401,misdemeanor,6,0,Tresspass in Structure or Conveyance,Trespassing,"Willfully entering or remaining on some form of real property without authorization, license, or invitation"
675,676,14,1128,Caucasian,Female,22,0,0,0,208,misdemeanor,5,0,Leaving Acc/Unattended Veh,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
676,677,14,1430,Hispanic,Male,47,0,0,0,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
677,678,14,9894,Caucasian,Female,34,0,0,10,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
678,679,14,5432,Caucasian,Male,56,0,0,9,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
679,680,14,7526,Caucasian,Male,23,0,0,0,337,misdemeanor,3,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
680,681,14,6996,African American,Female,21,0,0,0,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
681,682,14,9867,African American,Male,41,0,0,6,252,felony,3,0,Poss Cocaine/Intent To Del/Sel,Possession of Cocaine,Possession of cocaine
682,683,14,3841,Caucasian,Male,56,0,0,1,179,felony,2,0,Fleeing Or Attmp Eluding A Leo,Fleeing a Law Enforcement Officer,
683,684,14,8060,Caucasian,Male,62,0,0,0,303,felony,1,0,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
684,685,14,3631,Caucasian,Female,36,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
685,686,14,277,African American,Male,47,0,0,23,283,misdemeanor,8,1,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
686,687,14,4776,African American,Male,38,0,0,3,169,felony,2,1,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
687,688,14,8354,Caucasian,Male,29,1,0,9,379,felony,8,1,Tampering With Physical Evidence,Tampering With Physical Evidence,"When a person alters, destroys, suppresses or conceals any record, document or thing with purpose to impair its verity, legibility or availability in any official proceeding or investigation"
688,689,14,754,African American,Male,29,0,0,4,163,felony,4,1,False Ownership Info/Pawn Item,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
689,690,14,3722,African American,Male,23,0,0,1,45,misdemeanor,7,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
690,691,14,8962,Caucasian,Male,32,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
691,692,14,7123,African American,Male,27,0,0,0,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
692,693,14,8129,African American,Male,27,0,0,5,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
693,694,14,10622,African American,Female,44,0,0,6,306,felony,6,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
694,695,14,844,African American,Male,58,0,0,6,175,felony,6,0,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
695,696,14,2511,Hispanic,Male,37,0,0,2,144,misdemeanor,3,0,Exposes Culpable Negligence,Child Abuse,Intentional infliction of physical or mental injury upon a child
696,697,14,4761,Hispanic,Male,30,0,0,2,374,misdemeanor,2,1,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
697,698,14,2320,African American,Female,22,0,0,0,190,felony,4,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
698,699,14,5544,African American,Female,24,0,0,2,181,felony,4,0,Forging Bank Bills/Promis Note,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
699,700,14,9730,Caucasian,Male,30,0,0,0,134,misdemeanor,2,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
700,701,15,963,Caucasian,Male,25,0,0,1,16,felony,5,0,Aggravated Assault w/Firearm,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
701,702,15,7459,African American,Male,26,0,0,10,129,felony,8,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
702,703,15,10660,Hispanic,Male,23,0,0,0,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
703,704,15,9556,Hispanic,Male,30,0,0,1,15,felony,2,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
704,705,15,7868,African American,Female,37,0,0,0,190,felony,3,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
705,706,15,5042,African American,Male,45,0,0,13,424,misdemeanor,7,1,Viol Injunction Protect Dom Vi,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
706,707,15,8866,Hispanic,Female,34,0,0,1,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
707,708,15,5935,African American,Male,24,0,0,3,58,felony,4,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
708,709,15,7916,African American,Male,25,0,0,0,89,felony,7,0,Crim Use of Personal ID Info,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
709,710,15,6864,African American,Male,26,0,0,6,374,misdemeanor,10,1,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
710,711,15,2438,Asian,Male,67,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
711,712,15,70,African American,Male,29,0,0,0,379,felony,4,0,Tampering With Physical Evidence,Tampering With Physical Evidence,"When a person alters, destroys, suppresses or conceals any record, document or thing with purpose to impair its verity, legibility or availability in any official proceeding or investigation"
712,713,15,7206,Hispanic,Male,37,0,0,6,172,felony,2,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
713,714,15,728,Hispanic,Male,34,0,0,4,61,felony,1,1,Burglary Dwelling Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
714,715,15,2632,Caucasian,Male,56,0,0,4,306,felony,1,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
715,716,15,6249,Caucasian,Male,38,0,0,2,85,felony,3,1,Corrupt Public Servant,Threatening a Public Servant,
716,717,15,9509,African American,Male,27,0,0,9,253,felony,7,1,Poss Contr Subst W/o Prescript,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
717,718,15,10509,African American,Male,25,0,1,3,246,felony,7,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
718,719,15,5052,Caucasian,Male,44,0,0,0,186,felony,4,0,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
719,720,15,7320,Caucasian,Male,22,0,2,3,303,felony,8,1,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
720,721,15,4159,Caucasian,Male,41,0,0,1,58,felony,2,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
721,722,15,2583,Caucasian,Female,35,0,0,4,170,felony,3,0,Felony Battery w/Prior Convict,Battery,Intentionally causing bodily harm to another person without a weapon
722,723,15,2402,African American,Male,46,0,0,15,129,felony,7,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
723,724,15,10271,Hispanic,Male,33,0,0,2,127,misdemeanor,3,0,Driving License Suspended,Driving with a Suspended License,Driving with a license that has been suspended
724,725,15,3999,African American,Male,41,0,0,1,188,felony,1,0,Grand Theft Firearm,Grand Theft,The unlawful taking of property worth more than $300
725,726,15,1241,Caucasian,Male,34,0,0,1,101,misdemeanor,3,1,Defrauding Innkeeper,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
726,727,15,3774,Caucasian,Male,61,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
727,728,15,1452,Caucasian,Female,21,0,1,0,128,misdemeanor,5,1,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
728,729,15,4397,African American,Male,37,0,0,2,129,felony,4,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
729,730,15,8728,Caucasian,Female,24,0,0,0,45,misdemeanor,6,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
730,731,15,3805,Caucasian,Male,28,0,0,0,190,felony,2,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
731,732,15,2278,Caucasian,Male,63,0,0,0,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
732,733,15,7894,African American,Male,20,0,0,0,35,felony,8,0,Att Burgl Unoccupied Dwel,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
733,734,15,10484,Caucasian,Male,29,0,0,2,180,misdemeanor,1,0,Fleeing or Eluding a LEO,Fleeing a Law Enforcement Officer,
734,735,15,8223,Caucasian,Female,31,0,0,14,297,felony,10,0,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
735,736,15,7341,African American,Male,25,0,0,0,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
736,737,15,7166,African American,Female,33,0,0,1,152,felony,5,0,Fail To Redeliv Hire/Leas Prop,Failure to Redeliver Hired or Leased Property,
737,738,15,4931,Caucasian,Male,50,0,0,0,169,felony,1,1,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
738,739,15,9136,African American,Male,26,0,0,5,60,felony,4,0,Burglary Dwelling Assault/Batt,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
739,740,15,9436,African American,Male,27,0,0,11,129,felony,7,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
740,741,15,5951,Hispanic,Female,33,0,0,0,6,felony,2,0,Agg Battery Grt/Bod/Harm,Battery,Intentionally causing bodily harm to another person without a weapon
741,742,15,10894,African American,Male,33,0,0,3,71,felony,4,0,Carrying Concealed Firearm,Carrying a Concealed Weapon,"When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
742,743,15,990,Caucasian,Female,45,0,0,1,172,felony,6,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
743,744,15,10871,Caucasian,Female,43,0,0,0,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
744,745,15,1196,Caucasian,Male,31,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
745,746,15,5326,Caucasian,Male,34,0,0,3,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
746,747,15,934,African American,Male,25,0,0,4,188,felony,5,1,Grand Theft Firearm,Grand Theft,The unlawful taking of property worth more than $300
